Student_ID,Gender,Age,Study_Hours_Per_Day,Attendance_Percentage,Previous_Exam_Score,Assignments_Completed,Sleep_Hours,Internet_Usage_Hours,Social_Media_Hours,Extra_Curricular,Family_Income,Parental_Education,Distance_From_College_km,Class_Participation,Stress_Level,Final_Exam_Score
491,Male,18,0.7,92.4,77.3,3,6.1,6.7,5.9,No,Medium,High School,13.9,6,7,38.9
492,Female,17,2.2,55.9,52.7,11,5.4,6.7,4.6,No,Medium,Postgraduate,21.5,4,4,48.6
493,Male,18,2.1,63.8,86.7,12,5.0,2.9,3.8,Yes,High,High School,4.7,3,9,45.5
494,Female,17,7.5,93.5,90.5,8,5.4,5.7,6.9,No,High,Postgraduate,28.3,9,10,76.1
495,Male,17,0.9,97.2,62.3,13,5.7,5.8,3.5,No,Medium,Postgraduate,14.0,6,9,50.3
496,Male,19,0.5,63.8,40.2,18,8.1,7.9,2.0,No,Medium,High School,19.2,7,2,51.4
497,Female,17,1.2,76.6,85.9,18,8.1,7.5,6.0,No,High,High School,28.4,4,2,60.0
498,Male,19,6.3,82.9,83.1,20,6.5,1.9,6.8,Yes,Medium,High School,9.7,1,7,72.3
499,Male,24,5.2,58.0,77.7,17,4.7,6.9,3.1,No,Medium,Graduate,26.5,10,7,70.2
500,Male,20,5.1,70.3,94.1,0,6.5,3.3,1.8,Yes,High,Postgraduate,8.4,2,1,62.7
501,Female,21,3.7,87.6,63.0,7,5.1,1.3,1.3,Yes,Low,Graduate,10.0,10,7,59.3
502,Male,20,3.1,71.6,35.5,18,7.5,2.0,2.0,Yes,Low,Graduate,6.5,9,1,61.0
503,Male,24,4.1,86.1,64.4,10,8.3,5.0,2.7,Yes,Medium,High School,27.7,5,7,56.3
504,Male,17,5.3,86.2,64.4,6,5.6,6.1,6.7,No,Low,High School,11.4,6,7,55.9
505,Male,20,4.7,61.4,62.7,20,7.1,6.4,0.8,No,High,High School,10.9,1,4,60.1
506,Male,21,4.7,63.0,36.4,8,8.6,1.1,4.9,No,Low,Graduate,24.5,7,2,52.4
507,Male,23,5.5,97.4,96.6,19,8.5,7.1,0.9,No,Medium,Postgraduate,13.5,3,3,88.0
508,Female,19,5.3,96.4,83.1,18,5.4,4.7,5.6,No,Low,Postgraduate,3.4,6,4,76.2
509,Male,22,4.0,84.9,39.1,16,6.2,7.2,5.4,No,High,Postgraduate,15.0,6,8,55.0
510,Male,23,7.7,76.3,71.6,20,8.6,5.1,0.7,Yes,Medium,Graduate,26.8,4,4,84.0
511,Male,24,4.8,97.1,58.6,17,4.9,6.3,2.4,No,Medium,Graduate,14.6,9,6,70.2
512,Female,18,3.6,91.2,55.0,12,4.6,4.1,2.2,No,Low,High School,4.4,2,6,56.7
513,Male,21,3.2,79.6,56.0,10,5.6,6.2,5.5,Yes,Medium,Graduate,24.8,5,4,55.1
514,Male,24,6.4,73.2,60.6,18,7.9,1.1,4.8,Yes,High,Postgraduate,23.8,3,7,65.8
515,Male,22,6.2,87.5,64.1,2,5.9,2.3,5.5,Yes,High,High School,9.9,7,4,63.9
516,Male,17,6.0,77.5,76.5,11,6.0,3.9,5.0,Yes,Low,Graduate,17.5,7,9,66.3
517,Male,22,6.5,96.1,71.2,12,8.9,2.4,3.0,No,High,Graduate,3.7,9,7,75.3
518,Female,18,1.3,79.9,37.0,19,6.7,2.3,1.0,No,Low,Graduate,16.0,7,5,47.3
519,Male,19,1.8,93.7,60.9,5,9.0,1.9,3.2,Yes,Medium,Graduate,24.7,2,7,45.2
520,Male,24,5.5,62.1,71.2,9,7.1,4.5,5.0,Yes,Medium,Postgraduate,24.4,5,4,58.3
521,Female,23,4.4,96.0,90.4,14,6.6,1.3,1.1,Yes,Medium,High School,6.2,8,6,78.7
522,Male,21,5.1,74.4,59.2,5,7.6,1.7,5.0,No,High,High School,21.2,1,4,55.8
523,Male,21,5.9,64.8,66.1,17,5.0,3.6,5.4,Yes,High,High School,14.4,9,6,72.1
524,Male,22,1.0,86.3,82.2,12,6.0,3.8,1.8,No,Medium,Graduate,3.0,1,1,51.2
525,Female,18,4.6,65.9,94.9,4,6.6,3.0,1.5,No,Low,High School,20.5,1,10,47.6
526,Male,23,0.6,67.3,62.8,5,5.5,1.2,4.9,No,Medium,High School,18.3,4,8,34.1
527,Female,20,0.9,72.0,47.7,7,6.2,2.7,1.1,Yes,Low,High School,24.1,7,1,48.6
528,Female,23,6.7,62.6,45.5,13,6.8,6.7,2.6,Yes,Low,High School,4.1,4,10,54.7
529,Male,20,2.9,55.7,76.2,0,6.3,4.2,0.9,No,Medium,Postgraduate,15.5,5,10,37.2
530,Female,24,7.9,87.1,84.8,18,5.3,7.7,4.4,Yes,Medium,High School,18.6,7,3,91.7
531,Male,21,4.9,72.2,75.4,7,6.8,5.9,0.6,Yes,High,Graduate,23.0,1,10,53.8
532,Female,22,5.1,57.7,58.6,9,5.4,3.6,4.7,Yes,Medium,Graduate,19.7,4,10,54.4
533,Male,20,6.2,78.4,96.6,20,8.2,6.3,2.0,Yes,High,Graduate,16.1,6,6,83.2
534,Male,20,1.9,83.3,39.1,15,4.8,2.3,4.6,Yes,High,High School,13.4,3,4,41.8
535,Female,18,4.0,62.4,47.4,13,5.3,2.7,2.4,No,Medium,Graduate,5.9,8,4,55.7
536,Female,19,3.8,77.7,81.3,4,8.2,6.6,0.6,Yes,Medium,Graduate,14.4,7,7,60.6
537,Female,24,3.9,71.9,73.2,2,6.0,6.0,1.8,No,Medium,Graduate,29.1,4,1,50.4
538,Male,20,3.3,77.0,75.4,18,4.8,7.2,7.0,No,Medium,Postgraduate,11.1,2,7,61.3
539,Female,17,5.8,83.6,58.2,1,7.4,7.5,5.3,Yes,Medium,Postgraduate,14.2,4,8,47.0
540,Male,20,5.6,66.4,72.9,5,4.6,6.4,4.7,No,Low,Graduate,8.3,7,7,61.8
541,Female,19,2.8,98.5,76.5,12,7.1,6.1,5.4,No,High,High School,28.0,2,2,62.3
542,Female,19,3.5,68.9,97.2,15,4.5,1.5,5.0,Yes,Medium,High School,21.4,9,7,70.8
543,Female,24,2.0,63.2,94.8,14,7.1,2.5,1.8,Yes,High,High School,3.3,3,4,55.7
544,Male,17,1.1,60.6,39.0,0,7.1,4.3,4.9,Yes,Low,Postgraduate,24.0,2,1,22.7
545,Female,22,3.3,78.4,95.6,8,8.7,4.3,2.7,Yes,Medium,Postgraduate,12.6,7,6,62.4
546,Female,20,5.1,98.9,90.0,3,4.5,7.1,3.1,No,Medium,Postgraduate,20.9,3,1,69.6
547,Female,24,7.0,78.2,76.6,0,8.9,7.7,5.8,Yes,High,Graduate,12.6,1,6,62.0
548,Male,17,5.1,58.7,62.0,15,8.9,7.0,6.4,Yes,Medium,High School,9.7,7,5,65.1
549,Male,18,5.5,79.7,90.1,5,8.5,7.7,3.6,Yes,Medium,Postgraduate,1.8,9,4,71.0
550,Female,18,7.5,69.7,59.2,8,5.5,2.8,3.6,No,Low,Postgraduate,23.2,2,3,71.1
551,Male,21,5.0,84.0,58.8,12,7.4,6.5,6.8,Yes,Low,High School,10.9,7,4,62.7
552,Male,23,4.9,63.5,94.3,18,6.2,7.0,6.7,No,Medium,Graduate,24.1,10,1,81.7
553,Female,20,7.5,60.7,76.8,18,5.5,3.8,4.0,No,High,Graduate,5.3,8,6,79.6
554,Female,20,2.6,88.6,88.5,1,7.2,3.2,6.9,No,Medium,Postgraduate,29.0,2,5,52.4
555,Female,21,0.9,91.5,44.6,6,8.3,7.5,2.0,Yes,Low,Postgraduate,12.4,1,3,39.6
556,Male,22,3.7,76.3,56.9,12,6.3,4.7,2.3,Yes,High,Graduate,14.3,4,9,49.8
557,Male,19,1.7,61.2,78.8,9,8.5,2.5,5.7,No,Medium,Postgraduate,25.4,4,1,49.5
558,Male,23,7.4,59.3,96.4,5,8.8,1.8,3.9,Yes,Low,High School,8.0,6,10,68.8
559,Female,21,4.2,86.0,95.1,20,7.9,6.4,6.9,No,Medium,High School,4.5,2,8,73.0
560,Male,19,1.1,77.0,77.1,16,5.5,5.1,6.9,No,Medium,Postgraduate,21.4,8,5,58.5
561,Female,18,2.7,60.6,55.5,17,5.3,6.7,0.6,Yes,Low,Postgraduate,27.0,9,9,56.6
562,Male,21,1.9,82.0,46.3,17,6.5,3.2,0.8,Yes,Low,High School,15.7,10,4,60.1
563,Female,22,3.2,79.5,61.7,0,5.6,1.3,6.6,No,High,Postgraduate,15.8,5,9,38.8
564,Female,21,5.7,84.8,37.8,1,5.3,3.1,5.9,Yes,High,Postgraduate,13.2,3,10,42.3
565,Male,21,4.6,66.7,75.9,5,6.3,1.6,2.2,Yes,High,Graduate,17.3,7,3,62.5
566,Male,18,5.4,78.0,45.3,4,5.9,6.5,3.0,No,Low,Graduate,19.6,10,4,56.4
567,Male,19,3.2,70.0,52.2,7,5.7,1.7,6.9,No,High,Graduate,3.8,4,7,46.5
568,Female,24,3.1,80.7,52.8,8,7.2,7.3,1.6,Yes,Medium,High School,20.9,7,3,53.1
569,Female,24,5.8,84.6,44.0,18,7.8,1.4,5.2,Yes,Medium,Graduate,24.2,6,4,71.9
570,Male,18,4.3,67.4,61.9,7,5.9,7.0,6.7,Yes,Low,High School,17.7,7,6,57.2
571,Male,23,1.1,67.9,93.6,0,8.8,4.0,3.8,Yes,High,High School,27.4,3,8,37.8
572,Female,19,6.1,87.1,79.3,11,5.6,6.2,6.7,Yes,Low,High School,11.6,9,10,66.7
573,Male,21,1.5,70.9,38.2,15,6.2,3.6,1.2,No,Medium,Graduate,8.7,4,9,41.7
574,Female,17,0.5,83.4,59.8,9,8.7,7.7,3.9,No,Low,Postgraduate,14.4,1,8,38.3
575,Male,23,2.7,59.8,57.0,5,6.3,1.1,3.3,Yes,Medium,High School,5.5,4,2,45.5
576,Female,19,5.4,65.2,59.9,9,6.1,7.2,4.0,Yes,Medium,Postgraduate,13.6,5,2,68.0
577,Male,24,3.2,94.2,47.5,6,5.8,1.9,3.2,No,Low,Graduate,15.2,6,1,51.8
578,Male,17,4.2,85.7,43.0,12,6.8,7.5,6.0,Yes,Low,Graduate,15.5,7,3,55.7
579,Male,23,6.3,65.6,77.7,10,6.4,5.2,0.6,Yes,High,High School,22.1,8,5,70.9
580,Male,19,1.9,67.7,42.2,8,9.0,2.7,5.8,Yes,High,Postgraduate,19.4,4,8,36.0
581,Female,20,2.2,61.0,37.4,6,8.7,4.0,4.5,Yes,Medium,Graduate,14.9,2,1,35.8
582,Male,17,4.3,84.0,54.2,8,6.1,7.6,5.1,Yes,Low,Postgraduate,22.6,4,6,56.9
583,Male,19,2.1,76.2,92.2,3,6.4,2.8,3.7,No,Medium,Postgraduate,24.5,6,5,48.9
584,Male,17,6.1,81.5,73.1,7,7.4,2.5,3.0,Yes,Low,Postgraduate,13.9,2,3,67.5
585,Female,21,1.2,97.4,74.0,9,7.8,7.9,1.8,No,Medium,Graduate,19.3,3,1,50.2
586,Male,21,1.4,74.6,65.4,16,8.7,4.5,0.6,Yes,High,High School,24.0,10,5,60.5
587,Female,23,5.7,88.3,60.0,17,8.4,7.8,1.6,No,Low,High School,1.1,9,7,75.7
588,Female,18,4.8,81.6,35.6,16,6.5,6.0,3.9,Yes,Low,High School,16.5,5,4,58.8
589,Male,22,2.7,83.8,94.3,8,8.7,2.9,5.6,No,Medium,High School,28.4,4,4,59.7
590,Female,19,7.1,66.9,43.4,19,5.8,7.9,4.6,No,Low,Postgraduate,20.1,1,6,62.5
591,Female,20,7.0,97.3,71.7,12,8.8,2.8,4.6,No,Medium,High School,17.9,10,9,76.5
592,Female,19,6.6,88.9,44.8,7,7.8,4.0,1.5,Yes,Low,Postgraduate,15.2,8,2,69.9
593,Female,20,6.0,84.1,36.3,5,8.5,6.7,5.0,No,High,Graduate,3.9,4,2,53.3
594,Male,21,4.5,87.7,85.9,19,4.9,3.7,1.2,Yes,High,Postgraduate,1.4,1,1,71.7
595,Female,22,7.7,98.1,41.7,10,8.3,1.6,1.4,No,Low,High School,2.6,10,8,77.0
596,Male,17,5.7,83.2,42.8,1,5.0,3.1,3.8,Yes,Medium,Graduate,5.3,7,3,51.4
597,Male,18,5.4,65.2,90.4,12,7.6,6.0,6.4,No,Medium,High School,18.9,8,3,80.1
598,Male,21,1.4,96.5,93.0,1,7.2,2.2,3.9,No,Medium,High School,8.9,10,3,60.7
599,Female,24,4.2,71.6,51.7,2,8.0,7.0,6.9,Yes,Low,Postgraduate,13.4,3,6,38.3
600,Female,22,6.0,61.5,55.4,4,5.3,3.7,2.6,Yes,High,High School,12.1,7,8,56.7
601,Male,18,4.6,79.2,66.0,17,8.2,3.7,4.3,Yes,Medium,High School,6.9,7,9,66.4
602,Female,20,6.9,71.3,64.9,4,8.6,1.4,2.8,Yes,Low,High School,22.7,3,5,61.3
603,Male,17,1.4,86.3,44.0,0,7.6,4.0,0.9,Yes,Medium,High School,3.3,2,10,20.9
604,Female,24,1.1,80.6,86.3,4,7.9,4.3,1.4,Yes,Medium,High School,5.5,9,5,51.9
605,Female,21,7.1,56.4,82.3,16,5.2,3.8,3.3,Yes,Medium,High School,8.9,8,9,78.9
606,Female,24,1.2,72.0,94.9,6,6.3,1.4,3.0,No,High,Postgraduate,12.7,9,10,53.2
607,Female,19,3.4,57.5,58.4,13,5.4,1.8,1.0,Yes,Low,High School,18.3,10,6,53.3
608,Female,17,6.2,68.9,69.8,20,8.7,2.7,1.1,Yes,Medium,High School,28.4,10,10,72.4
609,Male,22,0.6,71.0,52.8,12,6.8,3.2,3.0,No,High,Postgraduate,3.9,6,3,46.8
610,Male,18,6.6,61.8,72.0,12,6.6,7.1,0.7,Yes,Low,Postgraduate,20.0,3,3,71.9
611,Female,21,6.3,62.2,95.7,16,9.0,5.3,3.9,No,High,Graduate,2.2,6,8,80.1
612,Male,21,5.8,85.7,50.1,19,7.2,7.7,4.2,Yes,Medium,High School,14.2,8,2,81.2
613,Female,24,1.8,68.3,39.3,18,6.1,1.6,1.7,Yes,Low,Postgraduate,15.2,8,5,56.0
614,Female,24,3.2,67.9,60.8,19,8.6,1.9,2.9,No,High,High School,19.0,10,6,63.9
615,Male,20,5.3,88.3,50.4,17,4.5,7.0,2.4,No,Medium,Postgraduate,3.7,3,10,58.2
616,Female,18,4.0,83.9,91.7,14,5.0,2.3,1.2,No,Medium,Postgraduate,15.1,7,7,67.4
617,Female,17,5.8,76.4,52.5,1,7.0,7.6,1.4,No,Medium,Graduate,7.2,4,6,52.6
618,Female,24,2.1,56.0,82.8,13,5.7,5.4,1.0,No,High,High School,20.4,2,5,49.7
619,Male,23,2.4,92.4,40.8,13,6.0,6.3,1.6,No,High,Postgraduate,12.3,6,7,49.2
620,Female,19,0.6,90.2,72.6,2,7.8,5.0,1.4,No,Medium,High School,24.0,6,1,43.5
621,Male,23,5.6,66.8,80.5,14,8.7,7.0,4.6,Yes,High,Graduate,7.3,10,2,75.4
622,Male,24,2.1,63.6,77.8,0,6.2,3.5,2.5,No,Medium,Graduate,11.2,5,9,41.3
623,Female,23,6.7,74.2,96.4,10,5.0,2.2,3.3,No,High,Postgraduate,20.7,3,9,71.6
624,Male,24,5.3,86.6,94.1,3,9.0,6.6,1.2,Yes,High,Graduate,15.6,1,10,61.4
625,Female,24,6.5,85.0,88.7,6,5.5,4.2,3.0,No,High,Postgraduate,23.8,4,8,73.3
626,Female,17,3.5,97.3,84.3,16,5.8,7.2,2.2,Yes,Low,High School,23.9,7,4,69.3
627,Male,23,6.8,78.4,81.7,10,6.0,7.7,7.0,Yes,High,Graduate,4.7,4,9,72.1
628,Female,21,5.3,99.0,45.9,10,6.8,4.1,1.1,Yes,Medium,High School,3.7,3,9,51.8
629,Male,24,0.7,55.5,83.5,4,4.6,6.0,6.5,No,Low,High School,19.9,2,10,27.5
630,Male,18,2.2,63.7,87.9,12,8.0,5.6,2.3,No,High,High School,4.1,3,1,60.0
631,Female,18,2.6,95.3,40.8,15,8.3,7.4,1.9,No,High,High School,7.1,2,8,49.6
632,Male,18,3.6,95.0,74.9,14,8.1,2.3,0.6,No,Medium,Graduate,29.9,3,10,59.7
633,Male,20,5.0,55.2,67.9,8,8.7,2.3,0.7,No,Low,High School,1.9,1,9,48.6
634,Female,24,1.5,58.8,78.6,4,5.7,4.4,6.7,No,High,Graduate,27.7,6,9,39.4
635,Male,24,2.4,63.9,88.3,8,8.8,1.7,5.7,No,Medium,Graduate,18.3,10,5,55.5
636,Male,21,2.5,69.3,41.8,12,6.4,5.0,2.9,No,Medium,Postgraduate,25.0,2,8,35.8
637,Male,22,5.3,98.4,57.2,0,5.0,6.7,3.3,No,Low,Graduate,4.5,3,6,49.9
638,Male,20,2.9,55.5,55.7,14,7.1,3.3,2.0,Yes,High,Graduate,21.8,2,7,42.9
639,Male,24,7.6,91.3,77.3,18,8.5,4.0,5.4,No,Low,Graduate,13.2,6,6,82.8
640,Female,19,1.4,62.7,55.6,12,5.6,1.1,0.6,No,Low,Postgraduate,27.6,10,1,58.6
641,Female,24,0.8,84.0,39.4,3,8.2,3.9,2.5,Yes,Medium,Graduate,21.2,6,6,31.8
642,Male,18,3.9,93.2,95.9,3,8.3,7.6,1.2,No,High,Postgraduate,13.6,4,1,69.7
643,Male,18,1.8,63.6,91.8,11,8.2,4.8,0.5,Yes,Medium,High School,8.6,1,5,54.1
644,Female,24,5.7,90.6,58.9,5,8.7,5.1,1.3,Yes,High,Postgraduate,8.0,6,3,67.7
645,Male,20,4.1,77.1,52.7,15,5.5,2.8,2.4,Yes,Low,Graduate,2.7,2,6,55.7
646,Female,24,0.6,64.7,86.6,6,6.7,3.4,5.8,Yes,High,High School,27.5,9,9,47.0
647,Female,18,2.1,71.4,96.4,19,6.8,6.5,1.7,Yes,Medium,High School,22.6,5,7,60.7
648,Female,20,2.3,95.2,46.8,0,6.6,4.7,2.8,Yes,Medium,Postgraduate,13.5,2,9,28.2
649,Female,24,3.0,74.9,58.3,1,7.4,6.1,3.2,No,Low,Postgraduate,2.4,5,4,43.9
650,Female,23,2.4,60.0,42.3,1,7.1,2.7,4.0,No,Low,High School,22.3,5,4,39.1
651,Female,21,7.1,67.1,48.0,6,6.1,3.0,4.4,Yes,Low,Graduate,20.8,1,2,56.3
652,Male,22,1.7,69.9,63.7,0,7.5,4.0,0.6,No,High,High School,15.2,5,2,38.1
653,Male,18,2.4,59.9,86.6,18,7.6,3.0,2.0,No,High,Graduate,14.1,9,3,71.4
654,Female,18,6.0,99.5,51.2,15,5.6,4.2,5.9,No,High,Postgraduate,22.1,5,6,72.9
655,Male,20,0.7,99.0,88.9,4,6.1,1.2,4.3,No,High,High School,29.0,7,6,47.9
656,Female,21,7.1,85.5,91.7,14,8.9,7.1,1.6,No,Low,High School,17.8,6,6,83.0
657,Male,24,5.8,92.5,42.7,14,7.0,6.5,2.8,Yes,High,Graduate,19.1,2,1,66.9
658,Female,17,5.5,68.7,53.2,9,4.6,1.3,2.3,No,Medium,Postgraduate,25.2,10,2,62.9
659,Male,23,0.9,61.2,90.4,16,7.5,6.4,1.5,Yes,Medium,High School,1.9,2,5,47.8
660,Male,23,7.5,66.2,77.7,12,6.4,7.8,1.1,No,High,High School,20.8,5,5,77.4
661,Female,18,2.0,61.1,69.9,9,5.9,3.1,6.5,Yes,High,Graduate,21.1,8,9,41.9
662,Female,18,4.3,85.8,57.5,11,6.4,3.9,3.2,Yes,High,Graduate,23.8,1,9,46.1
663,Female,24,4.9,71.8,74.1,18,8.5,1.4,6.0,Yes,Low,High School,8.8,3,7,66.7
664,Male,20,7.9,59.8,72.4,9,7.0,5.8,6.1,Yes,High,Postgraduate,29.1,2,10,64.0
665,Male,18,1.5,95.3,75.3,4,5.9,3.2,6.9,Yes,Low,High School,18.5,1,8,39.7
666,Male,20,1.4,59.4,47.9,15,4.6,4.5,3.0,No,High,Postgraduate,13.7,2,5,38.5
667,Male,24,5.4,60.5,44.2,0,5.3,6.7,4.8,No,Medium,Graduate,20.4,3,9,41.3
668,Female,18,7.7,77.2,77.1,12,6.2,6.6,3.5,No,Low,Postgraduate,9.8,7,3,79.0
669,Male,22,5.3,95.2,74.1,1,8.6,3.5,1.4,Yes,Medium,Postgraduate,16.2,8,5,60.2
670,Female,23,4.3,62.9,44.5,20,7.7,3.4,5.1,Yes,High,Graduate,11.9,3,5,60.0
671,Female,23,4.0,84.7,71.3,16,8.0,4.7,1.3,Yes,Low,High School,25.7,6,10,67.2
672,Male,23,1.7,59.3,41.7,15,6.0,2.6,5.5,No,Low,High School,18.7,4,2,48.5
673,Female,19,1.4,93.1,39.6,11,7.2,6.9,6.5,Yes,Low,Graduate,15.2,6,2,48.9
674,Male,20,5.6,65.1,81.8,13,8.2,6.7,1.7,Yes,Low,High School,11.4,10,1,82.0
675,Male,24,3.6,79.6,39.5,5,7.6,7.7,5.2,No,Medium,Postgraduate,27.1,9,8,43.1
676,Female,20,6.9,91.1,62.6,20,6.2,1.5,1.0,Yes,High,Postgraduate,10.6,9,5,82.2
677,Male,21,2.2,97.3,93.1,8,6.3,3.5,6.2,No,High,High School,16.8,3,5,52.3
678,Male,19,7.2,81.2,94.0,8,7.4,1.2,3.2,Yes,High,Postgraduate,10.6,4,6,80.5
679,Female,18,6.2,96.1,38.9,15,4.8,7.6,6.4,No,Low,Graduate,22.0,1,6,64.8
680,Male,20,1.3,77.3,49.2,11,6.4,3.1,6.0,No,High,Postgraduate,22.4,4,1,49.7
681,Female,22,4.6,57.3,83.2,4,6.4,4.0,1.4,Yes,Medium,Graduate,27.6,8,2,67.9
682,Male,20,2.3,59.1,35.6,13,7.9,7.2,5.7,Yes,Low,High School,4.7,10,1,56.6
683,Male,18,1.9,57.0,57.0,20,8.5,8.0,1.3,No,High,High School,15.4,7,8,53.4
684,Male,21,6.0,71.1,92.7,7,6.5,3.1,2.9,No,High,Postgraduate,15.6,9,5,79.2
685,Male,18,0.9,95.5,79.4,19,6.7,1.5,6.4,No,High,High School,2.0,9,4,63.1
686,Male,17,2.3,74.8,83.1,3,4.6,6.9,2.3,No,High,Graduate,15.4,10,7,50.5
687,Female,17,7.0,72.3,37.8,6,6.2,5.6,4.0,No,Medium,Postgraduate,7.3,5,1,63.7
688,Female,24,0.7,87.7,74.2,13,8.0,7.5,5.4,No,High,Postgraduate,17.5,2,9,41.6
689,Female,22,4.4,62.3,59.0,7,5.1,1.1,5.7,No,Low,Postgraduate,9.0,5,2,59.7
690,Male,24,2.5,66.3,76.1,19,4.6,3.1,4.8,Yes,Medium,High School,29.0,5,3,61.5
691,Female,19,4.1,93.0,48.7,1,7.1,1.6,6.3,No,Medium,Graduate,26.2,9,6,55.6
692,Female,17,1.5,83.4,44.3,19,7.5,2.6,4.8,Yes,Low,Postgraduate,29.8,3,9,47.6
693,Male,18,7.8,55.7,88.2,11,6.9,1.3,2.0,Yes,Low,Graduate,17.5,2,2,77.7
694,Female,24,6.7,85.6,39.5,13,8.4,2.0,2.6,No,High,High School,5.6,6,6,71.7
695,Male,23,0.8,96.9,92.4,0,5.0,2.5,2.5,Yes,High,Postgraduate,5.4,9,10,48.1
696,Male,24,6.2,84.2,95.2,7,7.0,8.0,4.6,No,Medium,Graduate,6.7,7,9,74.6
697,Female,22,4.8,96.0,55.7,11,5.5,3.2,6.8,Yes,Medium,Postgraduate,15.7,4,8,59.3
698,Female,19,7.4,84.4,73.1,14,8.0,2.6,5.9,No,Medium,Graduate,10.1,3,9,69.2
699,Male,23,1.1,73.9,96.9,18,6.7,7.2,1.8,No,High,Postgraduate,28.0,3,8,51.2
700,Female,22,6.1,60.7,37.1,13,4.6,2.2,1.0,Yes,Medium,Postgraduate,17.2,9,9,62.8
701,Female,24,5.8,60.4,91.5,10,7.2,5.3,7.0,No,High,Graduate,22.5,1,2,69.1
702,Male,22,3.8,89.1,79.1,5,7.8,5.1,5.8,No,Medium,Graduate,13.7,9,2,62.5
703,Female,21,4.3,81.5,94.5,3,5.5,4.5,0.8,No,Medium,Graduate,23.0,9,9,63.6
704,Male,18,7.7,56.9,94.5,6,6.4,2.9,6.2,No,Medium,Graduate,13.7,6,2,76.4
705,Male,17,7.1,68.0,92.8,19,7.9,7.5,4.8,Yes,High,Postgraduate,24.2,3,2,83.1
706,Female,21,0.5,92.5,36.6,6,5.8,7.6,3.3,Yes,High,Postgraduate,27.7,8,9,30.4
707,Male,18,1.4,95.0,66.1,2,8.4,8.0,5.3,No,Low,Postgraduate,10.7,2,6,41.2
708,Female,20,3.9,88.1,77.3,2,7.7,3.2,6.5,Yes,High,Postgraduate,1.2,7,2,64.5
709,Male,20,1.5,71.9,94.4,6,5.7,2.1,5.8,Yes,Medium,High School,15.2,8,5,50.2
710,Male,21,5.1,86.9,37.4,8,7.3,5.4,2.0,Yes,Medium,Postgraduate,15.1,6,8,53.4
711,Female,20,6.5,72.6,57.5,15,5.8,2.5,6.8,No,Low,High School,14.5,5,7,71.0
712,Male,17,2.9,60.1,78.9,4,8.0,4.4,5.7,No,Medium,Postgraduate,7.2,8,10,45.2
713,Male,21,6.9,73.4,70.4,10,5.7,3.2,3.0,No,High,High School,10.9,8,7,71.8
714,Male,17,6.6,68.9,60.8,18,8.4,4.8,5.6,Yes,Medium,High School,23.6,2,10,64.7
715,Female,20,3.0,70.9,83.3,2,7.4,4.6,2.9,No,Low,Graduate,10.6,4,3,55.4
716,Male,19,2.1,88.0,94.2,1,8.3,6.3,3.9,No,Medium,High School,7.7,9,7,57.9
717,Female,17,6.3,66.1,52.2,3,8.2,3.6,3.1,Yes,High,Postgraduate,18.5,5,2,55.2
718,Female,21,1.6,88.1,84.9,6,8.2,7.0,5.6,No,Low,High School,8.7,7,9,51.6
719,Female,17,5.4,76.2,53.3,2,5.5,3.8,2.3,No,High,Graduate,28.6,5,9,49.3
720,Female,22,6.2,87.2,63.5,18,8.9,3.8,2.0,Yes,High,High School,3.8,6,8,74.7
721,Male,24,1.8,93.9,65.9,7,4.9,3.8,5.9,No,Medium,Graduate,22.5,9,10,49.7
722,Female,20,6.8,56.6,78.4,19,6.3,1.0,5.0,No,Medium,Postgraduate,15.0,9,8,79.6
723,Male,19,4.7,88.3,81.2,3,6.4,1.5,1.3,Yes,Medium,High School,2.1,1,3,59.2
724,Female,21,3.7,62.7,85.6,15,5.1,7.1,3.2,No,High,Graduate,17.4,1,5,55.8
725,Female,19,1.7,68.1,78.2,19,8.8,3.6,4.4,Yes,High,Postgraduate,25.1,8,8,56.0
726,Female,18,0.6,73.7,44.5,2,9.0,1.0,5.1,Yes,High,Graduate,18.2,4,2,32.3
727,Female,23,1.0,83.6,90.7,11,7.3,7.5,2.3,No,High,Postgraduate,19.6,7,10,54.2
728,Female,22,2.0,81.7,41.5,6,5.8,2.8,1.2,No,High,Postgraduate,20.4,9,10,41.4
729,Female,18,4.1,62.6,84.4,6,4.9,6.6,1.5,Yes,Low,Postgraduate,24.4,3,8,55.5
730,Female,18,3.7,76.2,54.1,3,5.6,3.8,5.5,Yes,Low,Postgraduate,25.2,8,6,47.2
731,Female,24,5.8,92.8,70.3,15,7.6,2.8,1.3,No,High,Graduate,7.2,7,6,72.8
732,Male,17,4.7,99.9,94.2,12,6.2,7.5,7.0,No,Medium,High School,27.4,4,8,67.4
733,Male,17,7.4,77.6,35.8,8,4.7,2.9,3.6,No,High,Postgraduate,14.2,1,5,54.9
734,Male,18,1.8,88.7,75.8,17,8.1,1.3,0.7,No,Low,High School,13.9,3,3,64.1
735,Female,19,5.8,69.1,89.0,8,8.9,2.4,4.5,No,High,High School,28.3,1,6,66.5
736,Male,21,3.5,92.7,77.2,2,5.4,6.3,1.5,Yes,High,Postgraduate,12.9,5,2,55.2
737,Female,18,5.3,92.9,94.3,9,5.7,3.5,2.7,Yes,Low,High School,22.2,10,2,83.9
